#{"t_start": 1763845434.2315786, "env_id": "None"}
r,l,t
3.865,57,7272.429004
4.56,22,7272.488818
-6.34,67,7272.666921
4.86,7,7272.686278
4.44,28,7272.760644
-6.485,75,7272.958511
4.42,29,7273.03729
3.9,55,7273.182065
-6.355,68,7273.367192
4.54,23,7273.428931
4.72,14,7273.467295
-5.385,20,7273.519186
-5.15,8,7273.541207
4.84,8,7273.563191
3.89,56,7273.708754
4.305,35,7273.801444
-5.345,18,7273.84888
-6.18,59,7274.003056
3.975,52,7274.141327
-5.405,21,7274.196605
4.435,29,7274.276867
4.26,37,7274.375171
-5.455,23,7274.437147
-5.715,36,7274.533883
4.405,30,7274.620886
-5.2,10,7274.649909
4.01,50,7274.783213
-5.37,19,7274.833508
4.38,31,7274.919878
3.57,72,7275.112379
-5.315,16,7275.156064
-5.935,47,7275.283025
-5.605,31,7275.363254
-5.44,22,7275.421894
-6.325,67,7275.593761
4.87,7,7275.612118
4.355,33,7275.698885
-5.335,17,7275.743346
4.365,32,7275.825849
4.685,16,7275.869424
-5.25,13,7275.903774
-5.315,16,7275.945585
4.15,43,7276.056027
-5.515,26,7276.123403
4.48,26,7276.191883
3.79,61,7276.351282
-5.43,22,7276.409591
3.835,59,7276.564041
-6.095,55,7276.708027
3.805,60,7276.873494
4.33,34,7276.962355
4.885,6,7276.979213
-5.425,22,7277.040271
4.255,38,7277.142319
4.23,39,7277.246335
-6.255,63,7279.249353
-6.53,77,7279.453421
4.5,25,7279.520959
4.18,41,7279.631957
4.5,25,7279.69981
4.71,15,7279.740991
4.505,25,7279.806481
4.305,35,7279.902268
3.84,58,7280.053998
3.74,63,7280.215518
-6.5,75,7280.410008
3.9,55,7280.556715
-5.72,36,7280.653131
4.82,9,7280.678659
4.865,7,7280.698208
4.54,23,7280.760304
-5.67,34,7280.848973
-5.35,18,7280.896473
4.07,47,7281.021555
-5.17,9,7281.045656
4.44,28,7281.119208
4.19,41,7281.228989
4.17,42,7281.351804
4.875,7,7281.371583
4.3,35,7281.464272
-5.475,24,7281.527185
-6.29,65,7281.696239
-5.42,21,7281.751535
-5.505,26,7281.819026
-5.275,14,7281.856423
4.31,35,7281.949883
4.845,8,7281.972615
4.07,47,7282.096649
-5.63,32,7282.179819
4.03,49,7282.307571
-6.125,57,7282.457022
-5.385,20,7282.509405
4.48,26,7282.579365
-5.5,25,7282.646832
4.58,21,7282.701731
4.61,20,7282.75442
4.845,8,7282.776011
4.82,9,7282.800348
-5.465,24,7282.86181
-5.605,31,7282.940232
-5.935,47,7283.061626
-5.505,26,7283.128452
-5.255,13,7283.162611
-5.34,17,7283.207205
4.54,23,7283.266726
3.64,68,7283.441003
4.425,29,7283.523777
3.86,57,7283.67845
4.405,30,7283.759188
-6.23,62,7283.921575
4.395,31,7284.004828
-5.515,26,7284.074215
4.3,35,7284.168128
3.89,56,7284.317638
4.88,6,7284.335331
-5.35,18,7284.382907
3.665,67,7284.557448
-5.465,24,7284.620401
3.81,60,7286.499864
4.625,19,7286.550089
-5.39,20,7286.602192
-5.285,15,7286.641897
4.595,21,7286.697533
-5.545,28,7286.77156
4.57,22,7286.830098
-5.355,18,7286.876657
-5.295,15,7286.916315
3.95,53,7287.055719
4.835,9,7287.079485
-6.665,84,7287.298069
4.485,26,7287.369198
4.44,28,7287.442755
4.56,22,7287.502612
-6.41,71,7287.694379
4.86,7,7287.714376
-5.305,16,7287.757435
4.335,34,7287.84735
-5.29,15,7287.88746
-5.43,22,7287.94969
4.385,31,7288.034042
-5.475,24,7288.098963
-5.565,29,7288.179013
4.275,37,7288.275225
4.65,18,7288.322782
4.875,7,7288.342158
-5.375,19,7288.392497
4.35,33,7288.478728
4.375,32,7288.562158
-5.64,32,7288.646095
-5.475,24,7288.709302
-5.445,23,7288.769528
-5.305,16,7288.813844
4.475,27,7288.884309
3.48,76,7289.085857
4.02,49,7289.215946
-5.32,16,7289.259366
4.355,33,7289.345285
4.565,22,7289.406199
4.125,44,7289.520762
3.63,69,7289.699933
4.63,19,7289.748684
-5.44,22,7289.80587
-5.615,31,7289.886014
4.845,8,7289.907649
3.865,57,7290.056165
4.85,8,7290.077766
-5.365,19,7290.126548
4.16,42,7290.242017
-5.805,41,7290.350385
-5.585,30,7290.431022
-6.15,58,7290.582926
4.86,7,7290.603098
-5.355,18,7290.650272
4.42,29,7290.727871
4.45,28,7290.802296
4.035,49,7290.929388
-6.36,68,7291.102815
4.895,6,7291.118256
4.29,36,7291.212037
4.855,8,7291.233231
4.845,8,7291.254146
-5.315,16,7291.296433
3.79,61,7291.452179
-5.545,28,7291.523779
3.645,68,7291.70055
-5.475,24,7291.763964
4.56,22,7293.567541
-5.375,19,7293.617178
4.54,23,7293.678618
-6.475,74,7293.878654
-6.465,74,7294.071699
4.46,27,7294.141807
4.405,30,7294.224335
4.575,22,7294.280589
4.725,14,7294.317229
4.83,9,7294.340406
3.845,58,7294.491303
-5.505,26,7294.55828
4.455,28,7294.63774
3.975,52,7294.785366
-5.6,30,7294.866916
4.06,47,7294.98933
4.635,19,7295.038218
4.12,44,7295.149805
4.59,21,7295.206513
-5.21,11,7295.237805
-5.55,28,7295.310683
4.59,21,7295.364983
-5.56,28,7295.438286
4.43,29,7295.512803
-5.42,21,7295.56819
4.43,29,7295.642092
-5.69,35,7295.734826
3.78,61,7295.893587
-5.48,24,7295.959306
-5.31,16,7296.001642
4.255,38,7296.10049
4.885,6,7296.117473
-5.5,25,7296.183558
-5.375,19,7296.234133
-5.525,27,7296.304575
-5.43,22,7296.363261
4.505,25,7296.429764
-6.3,65,7296.598836
4.82,9,7296.623039
-5.545,28,7296.694525
4.515,25,7296.761165
-5.22,11,7296.792457
-5.165,9,7296.818295
3.695,66,7296.999607
-5.26,13,7297.03509
-5.795,40,7297.142857
-5.625,32,7297.227895
-5.45,23,7297.289093
4.34,33,7297.376329
-5.495,25,7297.441124
4.3,35,7297.532687
-6.185,60,7297.688085
4.165,42,7297.796626
-5.58,29,7297.871408
4.58,21,7297.926397
-5.43,22,7297.982259
-5.585,30,7298.059271
4.395,31,7298.141801
-5.745,38,7298.242406
-6.03,52,7298.37707
-5.335,17,7298.421514
4.56,22,7298.479926
3.79,61,7298.638036
-5.325,17,7298.681771
-6.2,60,7298.83826
-5.325,17,7298.882915
-5.185,10,7298.910078
-5.47,24,7300.79626
4.86,7,7300.816929
4.42,29,7300.894319
-6.37,69,7301.076352
-6.11,56,7301.222961
4.725,14,7301.264394
-5.405,21,7301.324043
-5.415,21,7301.382017
4.31,35,7301.474895
4.865,7,7301.493746
4.445,28,7301.568497
4.88,6,7301.585277
4.02,49,7301.715555
-6.03,52,7301.853935
-5.445,23,7301.91536
4.365,32,7302.001377
-5.41,21,7302.057045
-5.41,21,7302.11239
4.385,31,7302.194408
4.865,7,7302.216024
4.35,33,7302.310126
-5.45,23,7302.374258
4.51,25,7302.444972
4.83,9,7302.471553
-5.715,36,7302.572271
-5.425,22,7302.633752
-6.49,75,7302.840574
4.89,6,7302.857307
4.87,7,7302.877256
4.83,9,7302.902501
-5.685,35,7303.01173
-5.61,31,7303.094054
-5.73,37,7303.190375
-5.255,13,7303.225159
-5.54,27,7303.298026
4.21,40,7303.404046
-5.495,25,7303.470605
-6.44,72,7303.670677
-6.19,60,7303.864903
3.785,61,7304.023397
4.845,8,7304.044973
4.71,15,7304.089869
-5.595,30,7304.16804
3.89,56,7304.314008
-5.4,20,7304.367577
-5.47,24,7304.433261
4.83,9,7304.457491
-5.305,16,7304.499028
-5.245,13,7304.535869
4.605,20,7304.588036
4.86,7,7304.606951
-5.515,26,7304.676266
4.145,43,7304.793261
-5.575,29,7304.869588
3.815,60,7305.023058
4.665,17,7305.067395
3.805,60,7305.22369
-5.375,19,7305.272718
4.375,32,7305.356894
-6.135,57,7305.504833
4.745,13,7305.539845
4.015,50,7305.672269
4.47,27,7305.748065
4.095,46,7305.871667
-5.19,10,7305.898961
4.415,30,7305.979549
3.855,58,7306.133562
-6.395,70,7308.084224
4.725,14,7308.123968
-5.17,9,7308.148533
4.33,34,7308.239148
-5.235,12,7308.271608
-5.3,15,7308.312443
-5.645,33,7308.400946
4.52,24,7308.465878
-5.33,17,7308.511583
4.31,35,7308.604241
4.665,17,7308.651008
-5.285,15,7308.690566
-5.475,24,7308.754584
4.855,8,7308.776236
4.585,21,7308.830993
4.815,10,7308.856878
4.34,33,7308.942284
-5.375,19,7308.991592
3.845,58,7309.140891
4.865,7,7309.16033
4.305,35,7309.252559
-5.295,15,7309.292351
3.92,54,7309.4354
-5.65,33,7309.52488
-5.61,31,7309.605469
4.865,7,7309.624374
4.23,39,7309.726442
4.545,23,7309.789119
-5.325,17,7309.833286
4.74,13,7309.868665
4.315,35,7309.96089
-5.3,15,7310.000075
3.7,65,7310.168622
3.665,67,7310.358907
4.86,7,7310.378612
4.86,7,7310.397999
-6.405,71,7310.582848
-5.16,8,7310.605058
3.825,59,7310.758918
4.055,48,7310.885365
-5.5,25,7310.951425
4.835,9,7310.975615
4.63,19,7311.025768
-6.115,56,7311.173678
4.47,27,7311.243411
-5.295,15,7311.287926
-6.37,69,7311.466958
4.61,20,7311.518687
3.81,60,7311.673695
4.89,6,7311.690059
4.82,9,7311.714014
-5.165,9,7311.737873
-6.375,69,7311.917422
-5.455,23,7311.979425
4.74,13,7312.01451
3.63,69,7312.193065
4.57,22,7312.250416
4.135,44,7312.366632
-5.295,15,7312.414162
4.87,7,7312.436178
4.62,19,7312.497002
-5.395,20,7312.550054
3.855,58,7312.706139
4.425,29,7312.782702
4.72,14,7312.820922
-6.14,57,7312.969726
4.04,48,7313.099217
3.99,51,7313.230321
-5.555,28,7313.30297
-5.505,26,7313.370298
4.645,18,7313.417188
4.285,36,7315.300451
-5.54,27,7315.372613
-5.62,31,7315.455245
4.54,23,7315.516862
4.09,46,7315.640268
4.405,30,7315.719803
4.885,6,7315.737013
-5.405,21,7315.792892
4.425,29,7315.870269
4.565,22,7315.929661
4.725,14,7315.96645
-5.49,25,7316.042434
-5.425,22,7316.107219
4.43,29,7316.183159
3.755,63,7316.34993
3.715,65,7316.52848
4.25,38,7316.632637
4.325,34,7316.726078
4.205,40,7316.831535
4.445,28,7316.912817
3.91,55,7317.061971
-5.445,23,7317.123645
3.685,66,7317.298978
4.88,6,7317.315576
3.865,57,7317.468413
-5.54,27,7317.539535
4.86,7,7317.558751
-6.355,68,7317.734773
-5.545,28,7317.808311
-5.5,25,7317.875262
-6.3,65,7318.046979
4.675,17,7318.091979
4.285,36,7318.185712
-5.47,24,7318.249017
4.65,18,7318.296046
-5.4,20,7318.348503
-5.415,21,7318.403307
4.845,8,7318.424237
-5.515,26,7318.495914
4.545,23,7318.555728
-5.46,23,7318.617203
-6.27,64,7318.79003
-5.38,19,7318.84526
-5.415,21,7318.907908
-6.225,62,7319.06939
-5.375,19,7319.125195
3.9,55,7319.276003
4.41,30,7319.356911
-6.28,64,7319.526916
4.7,15,7319.569027
3.645,68,7319.750229
4.565,22,7319.809355
-6.275,64,7319.974926
4.095,46,7320.094333
3.895,56,7320.239738
4.58,21,7320.295491
-5.42,21,7320.350868
-5.585,30,7320.427756
4.425,29,7320.504075
-6.33,67,7320.67898
-5.335,17,7320.723197
-5.36,18,7320.770982
-5.435,22,7322.652044
-5.35,18,7322.69982
4.815,10,7322.726633
4.82,9,7322.751257
-5.815,41,7322.858067
3.7,65,7323.028783
-5.415,21,7323.083888
-5.61,31,7323.164463
-5.34,17,7323.209356
4.89,6,7323.225384
4.095,46,7323.345466
4.59,21,7323.39922
3.93,54,7323.544667
4.735,14,7323.585695
4.875,7,7323.611511
-5.315,16,7323.66395
-5.49,25,7323.730258
3.885,56,7323.881343
4.54,23,7323.941667
4.27,37,7324.037349
4.865,7,7324.056742
4.88,6,7324.074443
4.86,7,7324.093854
4.37,32,7324.177189
-5.505,26,7324.244346
4.86,7,7324.263689
-5.75,38,7324.360421
4.175,42,7324.466949
-5.58,29,7324.543203
4.825,9,7324.566912
-6.15,58,7324.72107
4.03,49,7324.853307
-5.435,22,7324.91277
4.485,26,7324.98108
-5.545,28,7325.053923
4.86,7,7325.073412
4.235,39,7325.174029
-5.355,18,7325.221484
-5.665,34,7325.310092
4.735,14,7325.347371
-6.085,55,7325.488246
-6.275,64,7325.653807
-5.445,23,7325.714023
-6.225,62,7325.886402
-5.345,18,7325.934592
4.35,33,7326.0224
-5.62,31,7326.104288
-5.49,25,7326.172527
-6.325,67,7326.3478
-5.335,17,7326.392206
-5.255,13,7326.426184
4.89,6,7326.442555
-5.325,17,7326.487183
3.99,51,7326.62251
4.85,8,7326.644766
-5.65,33,7326.728915
4.825,9,7326.754322
-5.54,27,7326.824816
-5.585,30,7326.903015
3.93,54,7327.043213
4.59,21,7327.097954
-5.845,43,7327.209028
4.385,31,7327.291796
4.86,7,7327.311594
4.6,20,7327.364614
4.52,24,7327.430165
-5.555,28,7327.502614
4.66,17,7327.547932
4.325,34,7327.635709
4.655,18,7327.684654
-5.14,7,7327.703965
4.375,32,7327.78714
-5.415,21,7327.842669
4.35,33,7327.928619
3.86,57,7329.884284
4.73,14,7329.92134
3.84,58,7330.073125
-5.315,16,7330.115295
4.74,13,7330.150337
-5.585,30,7330.231787
-5.49,25,7330.302984
-5.495,25,7330.371071
-5.825,42,7330.481227
-5.585,30,7330.558944
4.85,8,7330.581002
-5.61,31,7330.662973
4.89,6,7330.679065
4.05,48,7330.80823
-5.81,41,7330.919651
4.53,24,7330.984632
-5.39,20,7331.03745
-5.195,10,7331.064776
-5.305,16,7331.107114
4.135,44,7331.222162
-5.7,35,7331.314933
4.42,29,7331.391263
4.875,7,7331.410377
4.865,7,7331.429338
4.02,49,7331.55936
-5.485,25,7331.626427
-6.18,59,7331.783311
4.495,26,7331.854969
-5.355,18,7331.903621
-5.53,27,7331.974735
4.885,6,7331.991223
4.88,6,7332.007605
4.825,9,7332.031637
4.865,7,7332.050565
-5.585,30,7332.131877
-5.46,23,7332.192441
3.83,59,7332.34452
-6.305,66,7332.518514
4.21,40,7332.626418
3.765,62,7332.790037
4.435,29,7332.865241
4.23,39,7332.968917
3.815,60,7333.125157
4.72,14,7333.162958
-5.415,21,7333.217417
4.15,43,7333.3294
4.09,46,7333.450302
3.81,60,7333.607486
4.025,49,7333.73808
3.895,56,7333.885868
4.56,22,7333.945152
4.095,46,7334.067333
-5.29,15,7334.10709
4.72,14,7334.145098
-5.475,24,7334.2088
4.82,9,7334.233519
-5.51,26,7334.300641
-5.675,34,7334.388837
4.58,21,7334.445415
-5.645,33,7334.530721
4.49,26,7334.600371
4.52,24,7334.665979
4.375,32,7334.761007
-5.385,20,7334.813236
-5.715,36,7334.909724
4.145,43,7335.022921
-6.26,63,7335.191067
-5.415,21,7335.24655
4.53,24,7337.077571
4.34,33,7337.16766
-5.25,13,7337.202626
4.405,30,7337.282929
-5.46,23,7337.344758
4.37,32,7337.428658
4.85,8,7337.449883
-6.245,63,7337.613445
4.735,14,7337.650177
4.53,24,7337.713305
4.85,8,7337.734435
4.265,37,7337.830764
4.53,24,7337.893256
4.385,31,7337.973984
4.54,23,7338.034477
-5.6,30,7338.113308
-5.405,21,7338.166785
4.655,18,7338.213731
3.825,59,7338.36772
4.345,33,7338.454693
4.26,37,7338.556117
-5.46,23,7338.618292
-5.835,42,7338.731389
-5.625,32,7338.814752
-5.51,26,7338.885123
4.895,6,7338.901226
4.285,36,7338.994284
-5.49,25,7339.060634
-5.445,23,7339.121019
-5.265,14,7339.161107
4.24,38,7339.267903
4.37,32,7339.353471
-5.425,22,7339.446734
-6.17,59,7339.603736
4.465,27,7339.676111
4.57,22,7339.734125
4.685,16,7339.776416
-6.505,76,7339.97453
-6.5,75,7340.173623
-5.47,24,7340.235139
-6.48,74,7340.429063
-5.58,29,7340.504109
4.41,30,7340.582397
-5.295,15,7340.621802
4.585,21,7340.676335
4.73,14,7340.713397
4.545,23,7340.77424
4.315,35,7340.863479
4.745,13,7340.897828
4.23,39,7340.998187
4.325,34,7341.090157
4.85,8,7341.112231
4.865,7,7341.13112
4.845,8,7341.153067
4.465,27,7341.224677
3.88,56,7341.373293
-5.135,7,7341.394907
-5.61,31,7341.479493
-5.485,25,7341.548151
-5.29,15,7341.588338
-6.27,64,7341.758013
-5.29,15,7341.79879
-6.43,72,7341.986984
4.565,22,7342.046719
4.465,27,7342.118518
-5.505,26,7342.186049
-5.42,21,7342.241346
-5.375,19,7342.291398
4.05,48,7342.416268
3.735,64,7344.321703
-6.12,56,7344.471606
-6.33,67,7344.650573
4.575,22,7344.71068
4.88,6,7344.728127
4.255,38,7344.828271
4.61,20,7344.880671
4.875,7,7344.898695
4.875,7,7344.916913
4.235,39,7345.018031
4.36,32,7345.102343
-5.595,30,7345.181032
4.545,23,7345.242124
4.565,22,7345.298407
-5.355,18,7345.34593
-5.48,24,7345.407866
-6.33,67,7345.582293
4.34,33,7345.669933
4.555,23,7345.73014
4.72,14,7345.771741
3.815,60,7345.939362
3.915,55,7346.086513
4.885,6,7346.102859
-5.77,39,7346.206162
4.575,22,7346.263838
4.465,27,7346.335576
4.555,23,7346.395223
4.345,33,7346.480323
4.61,20,7346.531842
4.47,27,7346.601391
4.26,37,7346.697757
4.0,50,7346.833395
4.85,8,7346.854984
-5.21,11,7346.884586
-5.49,25,7346.949784
-5.5,25,7347.016119
-5.79,40,7347.119295
4.265,37,7347.217182
4.89,6,7347.233036
4.865,7,7347.251691
4.5,25,7347.317774
-5.845,43,7347.428478
4.53,24,7347.491075
4.83,9,7347.515869
4.56,22,7347.574757
3.845,58,7347.724134
4.89,6,7347.740358
-6.37,69,7347.927925
-5.375,19,7347.977577
4.465,27,7348.049499
-5.6,30,7348.135568
4.86,7,7348.156243
4.21,40,7348.262674
3.83,59,7348.417043
4.63,19,7348.468812
-5.405,21,7348.523544
3.915,55,7348.74287
-5.59,30,7348.839476
4.565,22,7348.906606
4.61,20,7348.965342
4.885,6,7348.981993
3.85,58,7349.144421
-5.96,48,7349.277284
-5.27,14,7349.318471
4.515,25,7349.391337
-5.255,13,7349.429412
-5.615,31,7349.520215
-5.505,26,7349.59804
4.85,8,7349.620029
-5.505,26,7349.688068
4.07,47,7351.581033
4.885,6,7351.598426
4.865,7,7351.61753
3.775,62,7351.780281
4.57,22,7351.839971
4.415,30,7351.919593
4.73,14,7351.956937
4.455,28,7352.032758
4.865,7,7352.052258
-5.52,26,7352.120983
4.56,22,7352.179444
4.855,8,7352.20067
4.57,22,7352.258151
3.81,60,7352.416352
-5.6,30,7352.494692
-5.45,23,7352.559578
-5.415,21,7352.617302
4.87,7,7352.636127
-5.71,36,7352.733102
3.83,59,7352.892833
-5.2,10,7352.921412
4.84,8,7352.944061
-5.65,33,7353.030833
-5.405,21,7353.086791
-5.62,31,7353.168009
-5.41,21,7353.225255
-5.425,22,7353.284407
4.23,39,7353.386091
4.055,48,7353.514042
4.56,22,7353.572514
3.855,58,7353.724609
4.415,30,7353.807314
-5.445,23,7353.868734
4.865,7,7353.887937
4.735,14,7353.92603
4.115,45,7354.042473
4.575,22,7354.100965
3.97,52,7354.236942
-5.435,22,7354.295163
-5.255,13,7354.329308
4.53,24,7354.392443
4.605,20,7354.44759
4.435,29,7354.525488
3.785,61,7354.682576
4.535,24,7354.750386
-5.62,31,7354.837569
-5.585,30,7354.917134
-5.26,13,7354.953035
3.83,59,7355.108749
-5.27,14,7355.146986
4.34,33,7355.231865
-5.18,9,7355.255809
4.35,33,7355.34322
-5.46,23,7355.404546
4.55,23,7355.463727
-5.405,21,7355.517815
-5.73,37,7355.614089
4.62,19,7355.664137
4.205,40,7355.768715
4.53,24,7355.829965
-6.565,79,7356.029294
4.535,24,7356.092658
-5.63,32,7356.175642
4.885,6,7356.19243
-5.265,14,7356.228879
-5.46,23,7356.289491
4.52,24,7356.351469
-5.53,27,7356.420921
-5.255,13,7356.4561
4.645,18,7356.504158
3.755,63,7356.666323
3.65,68,7356.843732
4.425,29,7356.919075
4.855,8,7356.942241
4.36,32,7358.787333
4.235,39,7358.891542
-5.42,21,7358.946486
-5.515,26,7359.015198
4.06,47,7359.138346
-5.59,30,7359.223047
4.71,15,7359.263513
-5.515,26,7359.332072
4.83,9,7359.35697
4.73,14,7359.393874
4.835,9,7359.418341
3.755,63,7359.586497
-5.375,19,7359.636366
4.735,14,7359.67255
4.4,30,7359.750587
4.68,16,7359.793418
-6.37,69,7359.972471
4.82,9,7359.996775
4.555,23,7360.057201
4.875,7,7360.07587
-5.255,13,7360.110795
-6.52,76,7360.309276
-5.645,33,7360.39589
-5.605,31,7360.478903
-5.6,30,7360.558538
4.34,33,7360.648637
4.85,8,7360.670422
4.28,36,7360.765943
4.885,6,7360.782422
4.73,14,7360.819944
-5.34,17,7360.864486
4.87,7,7360.883478
-5.325,17,7360.926826
-6.265,64,7361.094415
-5.405,21,7361.148457
-5.44,22,7361.206404
3.655,68,7361.386225
-5.985,50,7361.524277
-5.43,22,7361.58185
4.36,32,7361.668615
4.85,8,7361.691275
4.285,36,7361.786127
4.61,20,7361.838028
-5.505,26,7361.90556
-5.35,18,7361.954008
-5.51,26,7362.022957
4.84,8,7362.045598
4.865,7,7362.065386
4.56,22,7362.122869
-5.905,46,7362.241565
4.32,34,7362.330073
-5.595,30,7362.407486
4.49,26,7362.476048
4.37,32,7362.559982
4.59,21,7362.613873
4.025,49,7362.743006
4.155,43,7362.854966
-6.51,76,7363.05248
-5.64,32,7363.136439
3.915,55,7363.280388
4.62,19,7363.331031
4.155,43,7363.445296
-5.19,10,7363.472359
4.29,36,7363.567018
-5.385,20,7363.623991
4.355,33,7363.716448
-5.35,18,7363.764544
-5.38,19,7363.816246
-6.21,61,7363.977053
-6.445,73,7364.171839
4.88,6,7365.908272
4.56,22,7365.967896
4.87,7,7365.98661
-5.27,14,7366.025177
4.655,18,7366.073878
3.625,69,7366.256163
-5.18,9,7366.280749
4.635,19,7366.33023
4.4,30,7366.409637
4.605,20,7366.461894
-6.29,65,7366.63277
-5.335,17,7366.678607
-5.4,20,7366.731402
4.54,23,7366.79296
3.67,67,7366.966725
3.795,61,7367.126662
4.44,28,7367.199901
4.1,45,7367.31741
-5.585,30,7367.395236
4.315,35,7367.486472
4.39,31,7367.569345
4.405,30,7367.651341
-6.245,63,7367.816865
4.715,15,7367.85677
-6.325,67,7368.037223
-5.87,44,7368.158573
-5.62,31,7368.243406
4.26,37,7368.340226
-5.405,21,7368.394753
-6.365,69,7368.577931
-5.185,10,7368.603976
4.675,17,7368.64879
4.835,9,7368.672621
3.96,52,7368.808337
-5.28,14,7368.844641
-5.405,21,7368.898605
4.45,28,7368.9721
4.835,9,7368.996013
-5.56,28,7369.070558
-5.315,16,7369.113074
4.51,25,7369.176612
4.625,19,7369.225446
4.64,18,7369.272956
-6.555,78,7369.474886
-5.82,41,7369.582642
4.245,38,7369.685112
-5.565,29,7369.762403
-5.6,30,7369.841506
-6.27,64,7370.008185
4.37,32,7370.091575
-5.745,38,7370.189222
-5.29,15,7370.228809
-5.29,15,7370.272368
4.82,9,7370.298763
-5.385,20,7370.355296
4.7,15,7370.395398
-5.255,13,7370.429821
-5.63,32,7370.516692
-5.39,20,7370.569159
-5.92,46,7370.691095
4.475,27,7370.762052
3.98,51,7370.89461
4.17,42,7371.004651
-5.49,25,7371.073056
-5.545,28,7371.146054
-5.585,30,7371.222577
-5.305,16,7371.264909
-5.93,47,7373.175637
4.56,22,7373.235978
-5.415,21,7373.291344
-6.36,68,7373.471307
4.66,17,7373.517877
4.87,7,7373.53656
-5.46,23,7373.598098
-6.25,63,7373.760298
-5.605,31,7373.840525
4.45,28,7373.913497
4.61,20,7373.967051
