#{"t_start": 1763845434.2315786, "env_id": "None"}
r,l,t
4.355,33,7153.536803
4.58,21,7153.594919
4.335,34,7153.684141
4.85,8,7153.706055
3.775,62,7153.875614
-6.295,65,7154.053045
-6.21,61,7154.226325
-5.98,49,7154.359783
4.425,29,7154.436606
4.57,22,7154.496674
4.655,18,7154.544385
4.085,46,7154.665241
-5.24,12,7154.698097
-5.515,26,7154.767998
-6.295,65,7154.940348
-5.36,18,7154.988758
4.4,30,7155.068488
-5.42,21,7155.125383
-5.36,18,7155.174886
4.395,31,7155.258639
-5.27,14,7155.296185
-5.325,17,7155.340582
4.305,35,7155.437583
4.375,32,7155.521607
-6.215,61,7155.683697
4.43,29,7155.759973
-5.615,31,7155.841884
-5.485,25,7155.906535
4.505,25,7155.973836
-5.3,15,7156.014094
4.36,32,7156.099884
4.44,28,7156.173479
-5.335,17,7156.218414
4.615,20,7156.271474
3.93,54,7156.425792
-5.505,26,7156.494477
4.0,50,7156.626839
-5.38,19,7156.677317
4.39,31,7156.760368
-5.57,29,7156.839712
4.035,49,7156.967974
4.51,25,7157.033737
-5.46,23,7157.095096
3.835,59,7157.249965
4.26,37,7157.348548
4.065,47,7157.471847
4.845,8,7157.495094
4.85,8,7157.516216
4.195,41,7157.623816
4.375,32,7157.709094
3.85,58,7157.864907
4.28,36,7157.959392
-5.31,16,7158.001742
4.5,25,7158.06791
3.515,75,7158.263318
4.54,23,7158.325041
-5.485,25,7160.196546
-5.82,41,7160.341006
-5.41,21,7160.398982
-5.275,14,7160.437363
4.87,7,7160.456287
3.905,55,7160.602671
4.87,7,7160.621478
-5.15,8,7160.643433
4.845,8,7160.665375
3.8,60,7160.83047
-5.405,21,7160.890255
3.75,63,7161.061237
3.81,60,7161.219215
-5.375,19,7161.273677
4.365,32,7161.359209
4.71,15,7161.399847
3.88,56,7161.548902
-5.655,33,7161.63704
-6.355,68,7161.818891
-5.395,20,7161.893928
4.355,33,7162.026806
4.525,24,7162.103382
-5.335,17,7162.149407
4.54,23,7162.210994
-5.745,38,7162.310618
-5.505,26,7162.378641
-5.265,14,7162.416759
4.535,24,7162.480312
-5.165,9,7162.504143
3.565,72,7162.697724
4.65,18,7162.744361
4.255,38,7162.844612
-5.36,18,7162.893275
3.855,58,7163.049727
-5.345,18,7163.099946
4.41,30,7163.178944
4.61,20,7163.233464
-5.485,25,7163.298181
-6.095,55,7163.443374
3.77,62,7163.605363
-5.35,18,7163.654406
-5.34,17,7163.700013
-5.345,18,7163.748319
4.355,33,7163.83603
-5.405,21,7163.890384
-5.49,25,7163.954218
-5.4,20,7164.00702
-6.35,68,7164.184014
-5.275,14,7164.222561
3.83,59,7164.383802
4.875,7,7164.403677
-5.64,32,7164.489633
-5.18,9,7164.515089
4.435,29,7164.59319
-5.495,25,7164.661672
4.33,34,7164.750991
4.855,8,7164.772681
-5.57,29,7164.848675
-5.53,27,7164.919269
4.6,20,7164.971941
4.26,37,7165.072048
-5.5,25,7165.137611
4.335,34,7165.227592
3.85,58,7165.391838
4.4,30,7165.474315
-5.47,24,7165.53686
3.86,57,7165.688326
-5.76,38,7167.53477
4.875,7,7167.55559
-5.59,30,7167.635617
4.415,30,7167.719199
-5.715,36,7167.814422
4.155,43,7167.928315
4.43,29,7168.004132
-5.455,23,7168.065808
4.415,30,7168.144267
4.395,31,7168.224496
4.57,22,7168.283057
4.405,30,7168.362321
-5.55,28,7168.43545
-5.295,15,7168.47471
4.64,18,7168.521441
4.07,47,7168.643459
-5.415,21,7168.701294
4.495,26,7168.771061
-5.865,44,7168.891459
4.485,26,7168.961454
-5.815,41,7169.072047
4.56,22,7169.132281
4.565,22,7169.191994
-5.435,22,7169.249866
4.405,30,7169.329561
4.56,22,7169.388172
4.365,32,7169.472751
-5.37,19,7169.523416
4.36,32,7169.607406
-5.63,32,7169.695198
-5.335,17,7169.744805
-5.355,18,7169.794963
4.405,30,7169.878638
4.875,7,7169.897006
3.72,64,7170.064627
-5.51,26,7170.134369
4.27,37,7170.231988
4.245,38,7170.331798
4.41,30,7170.41193
4.53,24,7170.475464
-5.47,24,7170.539052
4.57,22,7170.59868
4.56,22,7170.657747
-5.42,21,7170.713592
4.605,20,7170.770188
-5.275,14,7170.807587
4.825,9,7170.831566
4.89,6,7170.847783
-5.41,21,7170.904649
4.17,42,7171.013473
4.16,42,7171.126854
-5.75,38,7171.226815
4.56,22,7171.288182
4.63,19,7171.338675
-5.415,21,7171.394126
-5.305,16,7171.437255
-5.285,15,7171.476977
4.86,7,7171.496129
-5.165,9,7171.519868
4.37,32,7171.603879
4.355,33,7171.690843
-5.41,21,7171.74696
-5.515,26,7171.815082
4.735,14,7171.855381
4.45,28,7171.936398
-6.545,78,7172.148509
4.54,23,7172.210989
4.715,15,7172.251864
4.225,39,7172.35428
4.52,24,7172.420194
-5.74,37,7172.518545
4.405,30,7172.597098
4.11,45,7172.715606
4.45,28,7172.789947
-5.42,21,7172.8466
3.82,59,7174.814051
-5.17,9,7174.839616
-5.18,9,7174.864186
4.87,7,7174.8831
-5.28,14,7174.920746
-5.55,28,7174.995632
4.375,32,7175.080034
-5.305,16,7175.122283
-5.425,22,7175.179744
-5.6,30,7175.258659
4.53,24,7175.321976
4.855,8,7175.343424
-5.5,25,7175.40925
-5.485,25,7175.475465
-5.425,22,7175.534183
4.065,47,7175.658354
-5.425,22,7175.716114
4.145,43,7175.83367
4.58,21,7175.891758
-5.605,31,7175.975695
4.505,25,7176.043087
3.93,54,7176.185999
4.155,43,7176.299927
-5.455,23,7176.364176
4.45,28,7176.450072
4.38,31,7176.533013
-5.39,20,7176.587855
-5.245,13,7176.621988
-5.475,24,7176.686871
4.39,31,7176.769257
-5.495,25,7176.834977
3.69,66,7177.009325
-6.44,72,7177.200378
-5.665,34,7177.288988
4.565,22,7177.348177
3.975,52,7177.488249
4.405,30,7177.568312
-5.715,36,7177.663126
4.225,39,7177.766877
4.82,9,7177.792428
-5.55,28,7177.865016
-5.425,22,7177.92323
-5.27,14,7177.960018
3.83,59,7178.114329
4.705,15,7178.155227
4.23,39,7178.259639
4.735,14,7178.297383
4.4,30,7178.375439
4.58,21,7178.432092
-5.31,16,7178.474459
4.15,43,7178.585705
4.86,7,7178.606328
-6.235,62,7178.777673
-5.76,38,7178.878548
-5.425,22,7178.935811
4.72,14,7178.974556
4.875,7,7178.993308
-5.455,23,7179.054151
-5.355,18,7179.1016
4.47,27,7179.171227
-5.48,24,7179.234458
-5.335,17,7179.279351
4.87,7,7179.300463
4.435,29,7179.37689
-5.785,40,7179.482702
-6.095,55,7179.627989
4.315,35,7179.719418
-5.535,27,7179.791713
-5.42,21,7179.846983
4.695,16,7179.889758
4.87,7,7179.908158
4.025,49,7180.039337
-5.49,25,7180.10736
4.88,6,7180.123626
-5.66,33,7180.21066
-5.845,43,7182.087185
4.24,38,7182.186977
4.42,29,7182.265702
4.15,43,7182.379728
4.39,31,7182.462931
4.705,15,7182.503789
-6.195,60,7182.662647
-5.565,29,7182.738659
4.59,21,7182.794392
-6.15,58,7182.946558
4.87,7,7182.965223
4.845,8,7182.987117
4.87,7,7183.005872
4.005,50,7183.14303
-5.305,16,7183.190134
4.085,46,7183.314571
4.435,29,7183.395606
-5.305,16,7183.439809
3.85,58,7183.596903
4.505,25,7183.664289
3.99,51,7183.799933
-5.445,23,7183.860255
4.575,22,7183.918942
4.86,7,7183.938205
-5.49,25,7184.004576
-5.475,24,7184.072199
-5.835,42,7184.18303
-5.955,48,7184.310898
-5.32,16,7184.356267
-5.27,14,7184.393455
4.855,8,7184.415617
-5.29,15,7184.455367
4.12,44,7184.572793
-5.6,30,7184.651339
4.03,49,7184.778852
-5.62,31,7184.859574
4.505,25,7184.926311
-5.17,9,7184.951569
3.77,62,7185.117235
4.635,19,7185.16865
-5.285,15,7185.208207
-5.775,39,7185.315836
-5.525,27,7185.393213
-5.25,13,7185.429332
3.87,57,7185.583678
-5.47,24,7185.646743
4.34,33,7185.734381
4.045,48,7185.860548
4.445,28,7185.935164
-5.505,26,7186.0036
-5.35,18,7186.052338
-5.265,14,7186.09
4.88,6,7186.106762
4.485,26,7186.175391
4.5,25,7186.243058
4.43,29,7186.319895
-5.31,16,7186.364123
4.83,9,7186.38833
4.555,23,7186.451196
-6.16,58,7186.601945
-5.46,23,7186.661929
4.405,30,7186.740025
4.03,49,7186.871348
-5.215,11,7186.900511
-5.32,16,7186.942787
4.525,24,7187.005575
4.48,26,7187.07485
4.635,19,7187.124214
4.855,8,7187.14486
4.86,7,7187.163678
4.765,12,7187.196734
-5.43,22,7187.254572
4.875,7,7187.273344
4.28,36,7187.368872
-5.605,31,7187.450986
4.47,27,7189.292372
-6.35,68,7189.471878
-5.165,9,7189.495878
-5.465,24,7189.559741
-5.595,30,7189.638377
4.025,49,7189.768535
-6.32,66,7189.951756
4.0,50,7190.087694
-5.855,43,7190.205407
-5.565,29,7190.283981
-5.18,9,7190.308979
-5.27,14,7190.346684
3.52,74,7190.548425
4.875,7,7190.567189
-5.27,14,7190.604084
4.09,46,7190.727837
-5.565,29,7190.804245
4.515,25,7190.871474
-5.295,15,7190.911589
4.82,9,7190.935786
-0.615,31,7191.017437
-5.575,29,7191.095659
4.285,36,7191.190193
-5.295,15,7191.233413
-5.16,8,7191.256643
-6.415,71,7191.450469
4.54,23,7191.511712
4.54,23,7191.573334
-5.585,30,7191.651097
3.65,68,7191.831852
-5.555,28,7191.904869
-5.285,15,7191.943673
-5.67,34,7192.042952
-6.43,72,7192.236593
3.965,52,7192.377696
4.515,25,7192.443458
4.12,44,7192.56211
-5.395,20,7192.615172
4.44,28,7192.690482
4.71,15,7192.73163
3.665,67,7192.908305
3.99,51,7193.042356
4.83,9,7193.066262
-5.425,22,7193.124693
4.45,28,7193.197758
-5.395,20,7193.249797
-6.085,55,7193.392179
-5.155,8,7193.415357
-5.275,14,7193.452234
-6.44,72,7193.639894
-5.355,18,7193.68841
4.235,39,7193.791509
3.715,65,7193.961472
4.54,23,7194.023089
4.335,34,7194.111509
4.875,7,7194.130696
-5.245,13,7194.16478
-5.41,21,7194.256831
4.885,6,7194.275629
4.145,43,7194.395599
-5.365,19,7194.445946
-5.59,30,7194.52461
3.97,52,7194.661314
4.88,6,7194.677951
-6.57,79,7196.635715
4.86,7,7196.65667
4.88,6,7196.673938
-5.285,15,7196.712822
4.845,8,7196.734689
4.825,9,7196.758961
4.345,33,7196.846185
-5.595,30,7196.924503
4.025,49,7197.055209
4.09,46,7197.176108
4.535,24,7197.240825
-5.36,18,7197.290278
4.82,9,7197.315141
-5.44,22,7197.375061
-5.395,20,7197.428927
4.31,35,7197.522576
4.245,38,7197.622972
-5.38,19,7197.675849
-5.495,25,7197.743197
4.64,18,7197.791824
4.21,40,7197.897273
4.53,24,7197.961475
3.85,58,7198.114902
4.37,32,7198.199623
4.03,49,7198.330065
-5.405,21,7198.389101
4.885,6,7198.405311
3.85,58,7198.559055
3.94,53,7198.702898
4.47,27,7198.780459
4.745,13,7198.821148
4.17,42,7198.937528
4.73,14,7198.97481
4.525,24,7199.03897
4.35,33,7199.127128
4.035,49,7199.255558
-5.475,24,7199.318469
-6.32,66,7199.495038
4.26,37,7199.591407
4.375,32,7199.674725
4.055,48,7199.800703
4.56,22,7199.859969
4.35,33,7199.94543
-5.345,18,7199.991751
-6.3,65,7200.163695
4.575,22,7200.22303
4.35,33,7200.31028
-5.655,33,7200.396067
3.93,54,7200.537486
-5.5,25,7200.603086
3.805,60,7200.759942
-5.46,23,7200.820046
3.945,53,7200.965644
4.35,33,7201.054698
-5.445,23,7201.114874
4.345,33,7201.201331
-5.455,23,7201.262892
-5.26,13,7201.298789
4.875,7,7201.317573
4.52,24,7201.383522
-5.35,18,7201.431177
-5.775,39,7201.535072
4.11,45,7201.65203
-5.43,22,7201.71169
-5.555,28,7201.785634
-5.54,27,7201.856075
4.19,41,7201.966319
4.15,43,7203.854317
-5.37,19,7203.905041
4.89,6,7203.922455
-5.37,19,7203.972605
4.12,44,7204.090033
4.845,8,7204.11187
-5.615,31,7204.195803
-5.325,17,7204.240744
4.205,40,7204.34639
4.83,9,7204.370972
4.205,40,7204.475354
4.82,9,7204.499606
4.56,22,7204.557568
3.665,67,7204.734052
-5.48,24,7204.797572
-5.6,30,7204.87674
4.515,25,7204.942782
4.46,27,7205.019402
4.105,45,7205.140579
4.33,34,7205.234729
-5.45,23,7205.295531
-5.64,32,7205.390358
-5.47,24,7205.459437
4.83,9,7205.483554
4.86,7,7205.503365
4.87,7,7205.522069
-5.54,27,7205.595001
4.445,28,7205.669283
4.555,23,7205.731497
4.485,26,7205.806479
4.465,27,7205.877384
-5.78,39,7205.979738
-5.395,20,7206.032379
4.245,38,7206.132441
4.54,23,7206.195338
4.835,9,7206.219799
4.575,22,7206.278378
-5.43,22,7206.336984
-5.575,29,7206.413897
-5.355,18,7206.461759
4.22,39,7206.56574
-5.325,17,7206.610424
4.645,18,7206.658586
-6.08,54,7206.805678
-6.355,68,7206.985849
-5.275,14,7207.024159
4.505,25,7207.092077
-5.45,23,7207.156708
3.975,52,7207.295845
-5.535,27,7207.366177
4.34,33,7207.453662
4.89,6,7207.470752
4.855,8,7207.491495
-5.385,20,7207.544085
4.895,6,7207.560196
-6.3,65,7207.741923
-5.435,22,7207.804766
-5.535,27,7207.878998
4.865,7,7207.898044
-5.21,11,7207.927188
4.63,19,7207.976355
-5.425,22,7208.034086
4.215,40,7208.13976
4.36,32,7208.227159
4.52,24,7208.292633
-5.315,16,7208.33512
4.87,7,7208.354666
4.485,26,7208.424094
4.08,46,7208.54404
4.715,15,7208.584163
-5.335,17,7208.630528
3.825,59,7208.786913
4.545,23,7208.84911
4.4,30,7208.928798
-5.365,19,7208.978647
-6.24,62,7209.141938
4.45,28,7209.216595
4.025,49,7211.132148
-5.3,15,7211.175325
-5.465,24,7211.241106
-5.605,31,7211.321216
4.83,9,7211.344976
4.65,18,7211.394259
4.56,22,7211.456162
4.58,21,7211.514683
-5.46,23,7211.585432
4.64,18,7211.6411
4.105,45,7211.771752
-5.33,17,7211.819047
4.545,23,7211.888064
4.055,48,7212.019345
4.22,39,7212.154931
4.19,41,7212.306483
4.6,20,7212.377658
-5.71,36,7212.508753
-5.415,21,7212.578749
4.645,18,7212.653209
4.075,47,7212.834941
3.89,56,7213.00492
4.025,49,7213.14804
-6.385,70,7213.339429
-5.38,19,7213.400129
-5.305,16,7213.452753
4.19,41,7213.583543
4.365,32,7213.674273
-5.455,23,7213.739511
4.56,22,7213.802696
4.85,8,7213.828989
-5.45,23,7213.899674
-5.51,26,7213.981035
4.445,28,7214.065437
3.705,65,7214.249525
4.155,43,7214.372967
-5.6,30,7214.45847
-5.5,25,7214.527491
4.055,48,7214.658216
4.255,38,7214.760454
-5.545,28,7214.83291
-6.075,54,7214.976519
-5.475,24,7215.041588
4.235,39,7215.147498
4.605,20,7215.202454
-5.28,14,7215.247142
4.865,7,7215.26663
-5.41,21,7215.323186
-5.615,31,7215.406152
-5.45,23,7215.46782
-5.56,28,7215.540972
4.075,47,7215.669623
-5.77,39,7215.780238
3.56,72,7215.972226
-5.155,8,7215.994773
-5.35,18,7216.0422
4.865,7,7216.062385
-5.345,18,7216.112049
-6.33,67,7216.293608
4.45,28,7216.367338
4.37,32,7216.459761
4.365,32,7216.560293
-5.325,17,7216.618863
3.775,62,7216.812996
4.24,38,7216.923109
-5.325,17,7216.97248
-5.255,13,7217.007757
4.15,43,7219.106173
4.01,50,7219.245168
4.255,38,7219.355416
3.9,55,7219.509358
-5.47,24,7219.573751
4.165,42,7219.688434
-5.815,41,7219.80706
4.645,18,7219.857427
-5.435,22,7219.917034
3.89,56,7220.064581
4.84,8,7220.086481
-5.29,15,7220.126805
-6.31,66,7220.311411
4.515,25,7220.389493
4.265,37,7220.490303
3.655,68,7220.676852
-5.44,22,7220.73642
-5.67,34,7220.841555
4.54,23,7220.909175
4.82,9,7220.935073
4.325,34,7221.028167
3.9,55,7221.182725
-5.425,22,7221.247827
-5.36,18,7221.305318
-5.595,30,7221.398164
4.565,22,7221.461408
-5.325,17,7221.512955
4.41,30,7221.600037
3.705,65,7221.779933
4.34,33,7221.869068
4.32,34,7221.963809
-5.175,9,7221.988827
4.425,29,7222.06627
4.545,23,7222.130948
3.645,68,7222.31728
4.655,18,7222.368435
4.5,25,7222.44141
-5.335,17,7222.489199
4.605,20,7222.549706
4.575,22,7222.614311
-5.595,30,7222.696312
-5.395,20,7222.750208
4.64,18,7222.800095
4.54,23,7222.864935
4.74,13,7222.902402
3.815,60,7223.06591
-5.25,13,7223.101964
-6.4,70,7223.293931
-5.29,15,7223.338812
-6.035,52,7223.493972
4.425,29,7223.574982
4.875,7,7223.596892
-5.425,22,7223.658816
-5.135,7,7223.679956
-5.485,25,7223.749161
4.045,48,7223.881136
-5.715,36,7223.984585
-5.505,26,7224.065325
-5.335,17,7224.112757
3.77,62,7224.275195
-5.2,10,7224.302819
4.435,29,7224.384687
4.85,8,7224.408298
4.555,23,7224.472249
4.35,33,7224.563282
-5.315,16,7224.608093
-5.29,15,7224.652303
4.42,29,7224.73598
4.72,14,7224.777367
-5.355,18,7226.768078
4.03,49,7226.89661
-5.425,22,7226.957103
4.02,49,7227.103493
-5.365,19,7227.15746
-5.33,17,7227.204605
4.235,39,7227.314188
-5.29,15,7227.356976
4.38,31,7227.440619
4.13,44,7227.56051
3.55,73,7227.753032
-6.445,73,7227.961909
4.095,46,7228.08313
-5.38,19,7228.133695
4.83,9,7228.157326
4.85,8,7228.178958
4.83,9,7228.20358
-5.35,18,7228.256293
-5.29,15,7228.298731
4.445,28,7228.378799
3.655,68,7228.561338
-5.265,14,7228.601178
-5.575,29,7228.678673
-6.195,60,7228.855678
4.58,21,7228.919963
4.41,30,7229.002552
4.62,19,7229.056108
3.75,63,7229.233583
-5.55,28,7229.312157
-5.5,25,7229.379218
4.51,25,7229.449286
-5.595,30,7229.530396
4.85,8,7229.553209
3.675,67,7229.733745
-5.355,18,7229.782961
4.545,23,7229.843369
4.57,22,7229.900069
-5.295,15,7229.941357
-6.41,71,7230.152843
3.82,59,7230.31166
4.18,41,7230.421716
-5.695,35,7230.52091
-5.57,29,7230.601507
-5.46,23,7230.663959
4.105,45,7230.789311
-5.49,25,7230.858735
-6.135,57,7231.014482
4.385,31,7231.100104
-5.27,14,7231.137654
4.465,27,7231.245134
-5.53,27,7231.320336
4.84,8,7231.34249
3.755,63,7231.514609
-5.4,20,7231.569854
-5.545,28,7231.653361
-5.605,31,7231.740213
4.735,14,7231.776864
4.32,34,7231.869841
3.62,69,7232.071353
-5.465,24,7232.142755
4.245,38,7232.249962
4.42,29,7232.338444
-5.315,16,7232.386311
-5.465,24,7232.454785
-5.265,14,7234.420146
4.625,19,7234.478976
-5.44,22,7234.54295
-5.42,21,7234.603528
4.735,14,7234.643451
3.85,58,7234.802073
-5.275,14,7234.840489
4.41,30,7234.924132
4.42,29,7235.004742
-5.275,14,7235.045729
3.91,55,7235.192081
4.86,7,7235.212402
4.435,29,7235.290375
4.845,8,7235.313537
-6.485,75,7235.521084
-5.88,44,7235.639345
-5.445,23,7235.700665
4.62,19,7235.753272
-5.61,31,7235.83698
4.85,8,7235.858783
4.585,21,7235.914636
-5.58,29,7235.996115
-5.44,22,7236.055839
3.95,53,7236.199476
-5.18,9,7236.224418
4.53,24,7236.289677
4.27,37,7236.388978
-5.495,25,7236.459256
4.385,31,7236.546564
4.295,36,7236.647263
4.71,15,7236.694323
3.705,65,7236.872909
-5.26,13,7236.909067
4.56,22,7236.970255
4.25,38,7237.071515
-5.42,21,7237.128385
-6.555,78,7237.336978
-5.49,25,7237.40335
-5.3,15,7237.444026
3.85,58,7237.606184
-5.8,40,7237.719279
4.88,6,7237.738521
-5.535,27,7237.812073
-5.485,25,7237.881214
4.82,9,7237.907582
4.865,7,7237.92791
-5.4,20,7237.983317
3.92,54,7238.13221
4.495,26,7238.202076
-5.53,27,7238.272863
4.885,6,7238.290396
4.69,16,7238.334462
4.53,24,7238.401864
3.715,65,7238.580661
4.64,18,7238.629708
4.515,25,7238.698422
4.265,37,7238.795388
3.96,52,7238.946345
-5.41,21,7239.006207
4.375,32,7239.09305
-5.285,15,7239.133499
3.905,55,7239.28155
4.215,40,7239.386777
4.875,7,7239.406347
-5.495,25,7239.481872
-5.375,19,7239.537381
-5.52,26,7239.610445
4.72,14,7239.648131
4.67,17,7239.69712
4.85,8,7239.719944
-6.335,67,7239.90794
4.87,7,7239.927254
3.72,64,7241.969976
-5.38,19,7242.026242
4.28,36,7242.123072
4.65,18,7242.1705
-5.485,25,7242.237233
4.485,26,7242.312909
-5.435,22,7242.378121
-5.37,19,7242.43497
4.865,7,7242.457284
-5.525,27,7242.533518
-5.415,21,7242.593002
-6.29,65,7242.767966
4.58,21,7242.825753
-5.775,39,7242.935004
3.715,65,7243.118828
4.82,9,7243.143749
-5.155,8,7243.166026
4.02,49,7243.300337
4.185,41,7243.41682
-5.485,25,7243.491661
4.505,25,7243.561209
4.675,17,7243.607189
4.875,7,7243.62653
4.19,41,7243.743598
-5.6,30,7243.82288
-5.205,11,7243.852669
4.86,7,7243.872397
-5.335,17,7243.919633
-6.45,73,7244.116966
4.86,7,7244.137922
4.585,21,7244.197427
4.405,30,7244.282358
-5.42,21,7244.338286
-5.44,22,7244.397069
4.85,8,7244.418397
-5.385,20,7244.471733
-5.69,35,7244.568153
4.845,8,7244.589977
-5.425,22,7244.648458
-5.33,17,7244.694253
-5.49,25,7244.761225
4.6,20,7244.814569
4.545,23,7244.876196
-6.375,69,7245.062616
3.86,57,7245.214284
4.47,27,7245.28603
-5.305,16,7245.328254
3.595,71,7245.518432
-5.275,14,7245.559417
-6.365,69,7245.754459
-5.35,18,7245.806843
4.605,20,7245.861185
4.55,23,7245.922953
-5.185,10,7245.949661
-5.45,23,7246.011583
4.85,8,7246.033437
-5.38,19,7246.085942
4.83,9,7246.110142
4.835,9,7246.134243
-5.585,30,7246.213476
-5.39,20,7246.267567
-5.505,26,7246.334809
4.285,36,7246.434085
3.565,72,7246.628726
-6.345,68,7246.813137
4.475,27,7246.887421
4.02,49,7247.022569
4.695,16,7247.066409
4.19,41,7247.173951
4.055,48,7247.305229
4.51,25,7247.373358
-5.575,29,7247.453697
-6.24,62,7249.528547
4.87,7,7249.548779
-5.53,27,7249.628612
4.72,14,7249.668175
-5.345,18,7249.717705
4.85,8,7249.742499
-5.515,26,7249.814387
-5.66,33,7249.901726
-5.38,19,7249.955456
-5.6,30,7250.041562
-5.37,19,7250.099698
-5.525,27,7250.175759
4.08,46,7250.30501
-5.675,34,7250.398156
-5.515,26,7250.473249
4.56,22,7250.541139
4.855,8,7250.56485
-5.335,17,7250.61306
-5.375,19,7250.663916
4.86,7,7250.683667
4.0,50,7250.822762
4.235,39,7250.925769
-6.335,67,7251.111901
4.365,32,7251.199023
-5.395,20,7251.256065
-5.515,26,7251.329755
-5.295,15,7251.370568
-5.38,19,7251.421098
-5.33,17,7251.467053
-5.145,8,7251.489615
4.855,8,7251.512084
4.34,33,7251.616417
-5.81,41,7251.728145
4.49,26,7251.796791
4.195,41,7251.906249
-5.345,18,7251.955942
4.53,24,7252.026411
4.845,8,7252.049284
-5.495,25,7252.120641
-5.25,13,7252.156292
4.595,21,7252.215562
-5.32,16,7252.260944
-5.375,19,7252.31223
-5.555,28,7252.397519
-5.67,34,7252.495044
3.735,64,7252.675312
4.65,18,7252.727224
3.94,53,7252.873598
-6.66,83,7253.096895
-5.585,30,7253.176232
-5.28,14,7253.215351
4.15,43,7253.334489
-5.665,34,7253.427441
4.85,8,7253.448723
4.845,8,7253.470366
4.425,29,7253.547713
3.74,63,7253.721141
-5.63,32,7253.809542
4.88,6,7253.826658
4.425,29,7253.903538
4.61,20,7253.957694
4.575,22,7254.023815
-5.63,32,7254.112539
4.865,7,7254.133754
-5.43,22,7254.202277
4.88,6,7254.221723
4.43,29,7254.303495
-5.445,23,7254.36821
4.455,28,7254.449389
4.65,18,7254.500344
4.36,32,7254.5921
4.45,28,7254.669554
4.36,32,7254.756269
3.835,59,7254.916096
-5.32,16,7254.959353
4.525,24,7255.024222
4.54,23,7255.087363
-5.79,40,7257.090401
-5.675,34,7257.182538
4.865,7,7257.201581
4.265,37,7257.302633
4.13,44,7257.421016
4.83,9,7257.459566
4.13,44,7257.589787
-5.365,19,7257.644983
4.385,31,7257.732762
4.46,27,7257.810612
3.79,61,7257.979564
-5.57,29,7258.056933
4.475,27,7258.130064
-6.38,69,7258.325941
4.56,22,7258.387346
-5.41,21,7258.442971
-5.375,19,7258.494734
4.15,43,7258.614765
4.875,7,7258.634167
4.53,24,7258.699999
-5.505,26,7258.771337
4.325,34,7258.875013
4.725,14,7258.918186
-5.275,14,7258.95764
-5.37,19,7259.008268
-5.28,14,7259.048096
4.455,28,7259.127707
4.885,6,7259.144262
3.675,67,7259.326035
4.455,28,7259.404625
3.675,67,7259.583848
4.055,48,7259.714964
4.44,28,7259.793133
-5.32,16,7259.837888
4.605,20,7259.890963
-6.005,51,7260.028887
-6.35,68,7260.208485
4.1,45,7260.330147
-5.435,22,7260.3926
-5.305,16,7260.43912
4.18,41,7260.552465
-6.735,87,7260.790745
-5.44,22,7260.855442
4.56,22,7260.915435
-5.48,24,7260.981263
4.155,43,7261.107093
4.61,20,7261.161924
4.815,10,7261.188352
4.575,22,7261.247489
4.715,15,7261.290298
4.56,22,7261.350377
-5.78,39,7261.457293
-5.385,20,7261.512428
4.865,7,7261.531913
4.875,7,7261.55052
-5.3,15,7261.590209
4.005,50,7261.722864
-5.265,14,7261.762547
-5.14,7,7261.782505
-5.505,26,7261.852812
-5.395,20,7261.909324
-5.925,47,7262.036171
-5.275,14,7262.075077
4.535,24,7262.139461
4.59,21,7262.199804
-5.535,27,7262.285663
-5.255,13,7262.327273
4.045,48,7262.460237
-5.49,25,7262.527418
-5.51,26,7262.599491
-6.405,71,7264.772617
-5.165,9,7264.797392
4.07,47,7264.924189
-5.33,17,7264.969854
-5.38,19,7265.020739
-5.255,13,7265.059794
-5.325,17,7265.111368
-5.355,18,7265.169277
3.89,56,7265.326048
4.545,23,7265.390243
-5.575,29,7265.468228
-5.465,24,7265.531948
-5.48,24,7265.596748
-5.375,19,7265.647206
4.625,19,7265.700369
-5.545,28,7265.776503
-5.37,19,7265.832745
4.525,24,7265.898171
4.465,27,7265.970137
-5.22,11,7265.999999
-5.325,17,7266.047094
-6.44,72,7266.240795
4.715,15,7266.280991
4.88,6,7266.297884
-5.325,17,7266.34316
-5.25,13,7266.377637
-5.24,12,7266.409218
-5.585,30,7266.485415
-5.535,27,7266.555489
4.855,8,7266.577306
-6.385,70,7266.761448
4.515,25,7266.827083
4.225,39,7266.930385
4.845,8,7266.952053
-6.01,51,7267.083068
4.425,29,7267.15931
-5.4,20,7267.211588
-5.65,33,7267.295667
-5.48,24,7267.358583
-5.44,22,7267.41629
4.445,28,7267.489647
4.28,36,7267.582394
-5.65,33,7267.668528
3.595,71,7267.85429
-5.17,9,7267.877794
4.545,23,7267.941349
-5.41,21,7268.002498
-6.205,61,7268.166095
-6.665,84,7268.417955
-5.485,25,7268.482554
4.875,7,7268.501644
-5.445,23,7268.561313
-6.295,65,7268.731135
-5.805,41,7268.838802
3.74,63,7269.006248
4.245,38,7269.107315
4.295,36,7269.199426
4.715,15,7269.23938
-6.13,57,7269.38933
4.54,23,7269.451349
-5.585,30,7269.52938
4.6,20,7269.582539
4.265,37,7269.679208
-5.255,13,7269.713823
-5.405,21,7269.767976
3.775,62,7269.928392
4.855,8,7269.949178
3.99,51,7270.081741
4.555,23,7270.146352
-5.32,16,7270.193137
-5.165,9,7271.956471
4.28,36,7272.053137
-5.415,21,7272.109454
3.76,62,7272.27314
